NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CALCUL NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;WIDE_KM;LENGTH_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1895;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
DOME HAHN A 1;TH3166N6833E;3166N6833E;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Hahn A n° 1;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Allemagne;allemand;Allemand;18;18 ème siècle;?;1741;?;1805;??;68,33885019;68,34;68 ° 20 '  Est;31,66824325;31 ° 40 '  Nord;Face visible;Nord - Est;Limbe Nord-Est de la Lune;16;Gauss;306;14a3 / 16g3;291N 303C Q1ENE 099N 105N;Non décrit;IV-165-H2;?;?;?;?;Calcul impossible;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;N du cratère Hahn A;Description ALPO : Complexe large et irrégulier;;;;Non décrit;3;Formation très intéressante;2;2 jours après la Nouvelle Lune;1 jour après la Pleine Lune;999;Non déterminé;Non déterminé;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME HALL J 1;TH3530N3559E;3530N3559E;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Hall J n° 1;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;U. S. A.;américain;Américain;19;19 ème siècle;Goshen;1829;Annapolis;1907;Spécialiste des comètes et des astéroïdes. Découvrit les satellites de Mars, Phobos et Deimos, en 1877. Travaux sur Hypérion, les étoiles doubles et les parallaxes stellaires.;35,59708615;35,60;35 ° 36 '  Est;35,3099959;35 ° 19 '  Nord;Face visible;Nord - Est;Secteur Sud-Est du cratère Atlas;15;Atlas;311;;;Non décrit;IV-074-H1;?;?;?;?;Calcul impossible;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;O du cratère Hall J;Description ALPO : Pas de description physique.;;;;Non décrit;3;Formation très intéressante;5;5 jours après la Nouvelle Lune;4 jours après la Pleine Lune;999;Non déterminé;Non déterminé;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME HALL K 1;TH3488N3495E;3488N3495E;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Hall K n° 1;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;U. S. A.;américain;Américain;19;19 ème siècle;Goshen;1829;Annapolis;1907;Spécialiste des comètes et des astéroïdes. Découvrit les satellites de Mars, Phobos et Deimos, en 1877. Travaux sur Hypérion, les étoiles doubles et les parallaxes stellaires.;34,9592372;34,96;34 ° 58 '  Est;34,88980992;34 ° 53 '  Nord;Face visible;Nord - Est;Secteur Sud-Est du cratère Atlas;15;Atlas;311;;;Non décrit;IV-074-H1;5;5;3;3;2,5;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;SE du cratère Hall K;Description ALPO : Pas de description physique.;;;;Non décrit;3;Formation très intéressante;5;5 jours après la Nouvelle Lune;4 jours après la Pleine Lune;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME HALL K 2;TH3509N3497E;3509N3497E;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Hall K n° 2;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;U. S. A.;américain;Américain;19;19 ème siècle;Goshen;1829;Annapolis;1907;Spécialiste des comètes et des astéroïdes. Découvrit les satellites de Mars, Phobos et Deimos, en 1877. Travaux sur Hypérion, les étoiles doubles et les parallaxes stellaires.;34,97661998;34,98;34 ° 59 '  Est;35,0996322;35 ° 6 '  Nord;Face visible;Nord - Est;Secteur Sud-Est du cratère Atlas;15;Atlas;311;;;Non décrit;IV-074-H1;3;3;1.8;1.8;1,5;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;SE du cratère Hall K;Description ALPO : Pas de description physique.;;;;Non décrit;3;Formation très intéressante;5;5 jours après la Nouvelle Lune;4 jours après la Pleine Lune;100;Instruments 100 mm de diamètre;Instruments 200 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME HALL Y 1;TH3629N3584E;3629N3584E;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Hall Y n° 1;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;U. S. A.;américain;Américain;19;19 ème siècle;Goshen;1829;Annapolis;1907;Spécialiste des comètes et des astéroïdes. Découvrit les satellites de Mars, Phobos et Deimos, en 1877. Travaux sur Hypérion, les étoiles doubles et les parallaxes stellaires.;35,84913612;35,85;35 ° 51 '  Est;36,29906309;36 ° 18 '  Nord;Face visible;Nord - Est;Secteur Sud-Est du cratère Atlas;15;Atlas;311;;;Non décrit;IV-074-H1;40;40;24.3;24.3;20;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;O du cratère Hall Y;Description ALPO : Hémispherique.;;;;Non décrit;3;Formation très intéressante;5;5 jours après la Nouvelle Lune;4 jours après la Pleine Lune;30;Jumelles x10;Instruments 50 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME HARKER 1;TH1685N6397E;1685N6397E;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Dorsa Harker n° 1;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Géologue;Grand Bretagne;britannique;Britannique;20;20 ème siècle;?;1859;?;1939;??;63,97681299;63,98;63 ° 59 '  Est;16,85795602;16 ° 51 '  Nord;Face visible;Nord - Est;Limbe Est-Nord-Est de la Lune;27;Plutarch;262;;112N;Non décrit;;25;25;15.2;15.2;12,5;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;O of Dorsa Harker;Description ALPO : Pentes modérées. Oblong.;;;;Non décrit;3;Formation très intéressante;3;3 jours après la Nouvelle Lune;2 jours après la Pleine Lune;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME HARKER 2;TH1685N6343E;1685N6343E;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Dorsa Harker n° 2;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Géologue;Grand Bretagne;britannique;Britannique;20;20 ème siècle;?;1859;?;1939;??;63,43619998;63,44;63 ° 26 '  Est;16,85795602;16 ° 51 '  Nord;Face visible;Nord - Est;Limbe Est-Nord-Est de la Lune;27;Plutarch;262;;112N;Non décrit;;35;35;21.3;21.3;17,5;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;O of Dorsa Harker;Description ALPO : Pas de description physique.;;;;Non décrit;3;Formation très intéressante;3;3 jours après la Nouvelle Lune;2 jours après la Pleine Lune;30;Jumelles x10;Instruments 50 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME HARPALUS 1;TH4972N4664W;4972N4664W;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Harpalus n° 1;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Grèce;grec;Grec;-5;5  ème siècle avant JC;?;Vers 460 BC;?;?;??;-46,64429742;313,36;46 ° 39 '  Ouest;49,72938986;49 ° 44 '  Nord;Face visible;Nord - Ouest;Limbe Nord-Nord-Ouest de la Lune;2;Pythagoras;405;15b7;040N 048N 055N 061N 067N 075N 205N 213N 225 N;Non décrit;IV-152-H1 IV-158-H3 IV-164-H1 IV-163-H3;?;?;?;?;Calcul impossible;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;SO du cratère Harpalus;Description ALPO : Pas de description physique.;;;;Non décrit;3;Formation très intéressante;11;4 jours après le Premier Quartier;3 jours après le Dernier Quartier;999;Non déterminé;Non déterminé;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME HELICON 1;TH4046N2412W;4046N2412W;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Helicon n° 1;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Grèce;grec;Grec;-5;5  ème siècle avant JC;Cyzique;450 BC;?;?;Disciple de Platon et d'Eudoxe. Prédiction d'une éclipse de Soleil.;-24,12862492;335,87;24 ° 8 '  Ouest;40,46624852;40 ° 28 '  Nord;Face visible;Nord - Ouest;Partie Nord-Ouest de la Mer des Pluies;10;Sinus Iridum;356;;024N 029N 036N 040N 191N 201N;Non décrit;IV-139-H2 IV-134-H2;7;7;4.3;4.3;3,5;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;NO du cratère Helicon;Description ALPO : Pas de description physique.;;;;Non décrit;3;Formation très intéressante;9;2 jours après le Premier Quartier;1 jour après le Dernier Quartier;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME HELICON 2;TH4076N2541W;4076N2541W;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Helicon n° 2;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Grèce;grec;Grec;-5;5  ème siècle avant JC;Cyzique;450 BC;?;?;Disciple de Platon et d'Eudoxe. Prédiction d'une éclipse de Soleil.;-25,41194174;334,59;25 ° 25 '  Ouest;40,76817277;40 ° 46 '  Nord;Face visible;Nord - Ouest;Partie Nord-Ouest de la Mer des Pluies;10;Sinus Iridum;356;;024N 029N 036N 040N 191N 201N;Non décrit;IV-139-H2 IV-134-H2;?;?;?;?;Calcul impossible;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;NO du cratère Helicon;Description ALPO : Petit dôme;;;;Non décrit;3;Formation très intéressante;9;2 jours après le Premier Quartier;1 jour après le Dernier Quartier;999;Non déterminé;Non déterminé;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME HELICON 3;TH4168N2477W;4168N2477W;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Helicon n° 3;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Grèce;grec;Grec;-5;5  ème siècle avant JC;Cyzique;450 BC;?;?;Disciple de Platon et d'Eudoxe. Prédiction d'une éclipse de Soleil.;-24,77760647;335,22;24 ° 47 '  Ouest;41,68232539;41 ° 41 '  Nord;Face visible;Nord - Ouest;Partie Nord-Ouest de la Mer des Pluies;10;Sinus Iridum;356;;024N 029N 036N 040N 191N 201N;Non décrit;IV-139-H2 IV-134-H2;7;7;4.3;4.3;3,5;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;O du cratère Helicon;Description ALPO : Pas de description physique.;;;;Non décrit;3;Formation très intéressante;9;2 jours après le Premier Quartier;1 jour après le Dernier Quartier;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME HELICON 4;TH4206N2425W;4206N2425W;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Helicon n° 4;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Grèce;grec;Grec;-5;5  ème siècle avant JC;Cyzique;450 BC;?;?;Disciple de Platon et d'Eudoxe. Prédiction d'une éclipse de Soleil.;-24,25832148;335,74;24 ° 15 '  Ouest;42,0670648;42 ° 4 '  Nord;Face visible;Nord - Ouest;Partie Nord-Ouest de la Mer des Pluies;10;Sinus Iridum;356;;024N 029N 036N 040N 191N 201N;Non décrit;IV-139-H2 IV-134-H2;5;8;3;4.9;2,5;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;NO du cratère Helicon;Description ALPO : Pas de description physique.;;;;Non décrit;3;Formation très intéressante;9;2 jours après le Premier Quartier;1 jour après le Dernier Quartier;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME HELICON 5;TH4268N2374W;4268N2374W;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Helicon n° 5;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Grèce;grec;Grec;-5;5  ème siècle avant JC;Cyzique;450 BC;?;?;Disciple de Platon et d'Eudoxe. Prédiction d'une éclipse de Soleil.;-23,74627453;336,25;23 ° 45 '  Ouest;42,68755299;42 ° 41 '  Nord;Face visible;Nord - Ouest;Partie Nord-Ouest de la Mer des Pluies;10;Sinus Iridum;356;;024N 029N 036N 040N 191N 201N;Non décrit;IV-139-H2 IV-134-H2;5;5;3;3;2,5;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;N du cratère Helicon;Description ALPO : Profil bas.;;;;Non décrit;3;Formation très intéressante;9;2 jours après le Premier Quartier;1 jour après le Dernier Quartier;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
