NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;OESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
Beer 2;Domo;Sin determinar;Domo de Beer nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;19;Siglo IX;Berlín;1797;Berlín;1850;Colaborador de Mädler. Autor de un mapa de la Luna en 1837 y otro del planeta Marte;-9.139.033.977;9 º 8 '  Oeste;2.661.543.826;26 º 37 '  Norte;Norte - Oeste;Parte Sur-Este de Mare Imbrium;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;S del cráter Beer;Escudo volcánico;Volcanismo extrusivo;No es un domo;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;999;Sin determinar;Sin determinar
Beer 3;Domo;Sin determinar;Domo de Beer nº 3;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;19;Siglo IX;Berlín;1797;Berlín;1850;Colaborador de Mädler. Autor de un mapa de la Luna en 1837 y otro del planeta Marte;-9.479.892.278;9 º 29 '  Oeste;2.680.786.103;26 º 48 '  Norte;Norte - Oeste;Parte Sur-Este de Mare Imbrium;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;S del cráter Beer;Escudo volcánico;Volcanismo extrusivo;No hay confirmación de que sea domo;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;999;Sin determinar;Sin determinar
Beer B 1;Domo;Sin determinar;Domo de Beer B nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;19;Siglo IX;Berlín;1797;Berlín;1850;Colaborador de Mädler. Autor de un mapa de la Luna en 1837 y otro del planeta Marte;-852.647.401;8 º 32 '  Oeste;2.534.070.192;25 º 20 '  Norte;Norte - Oeste;Parte Sur-Este de Mare Imbrium;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SE del cráter Beer B;Escudo volcánico;Volcanismo extrusivo;En un área entre una cordillera rugosa y la orilla nororiental de Mare Imbrium;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;999;Sin determinar;Sin determinar
Beer B 2;Domo;Sin determinar;Domo de Beer B nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;19;Siglo IX;Berlín;1797;Berlín;1850;Colaborador de Mädler. Autor de un mapa de la Luna en 1837 y otro del planeta Marte;-8.728.080.219;8 º 44 '  Oeste;2.546.756.014;25 º 28 '  Norte;Norte - Oeste;Parte Sur-Este de Mare Imbrium;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;8;8;4.9;4.9;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SE del cráter Beer B;Escudo volcánico;Volcanismo extrusivo;En un área entre una cordillera rugosa y la orilla nororiental de Mare Imbrium;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Bellot 1;Domo;Sin determinar;Domo de Bellot nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Navegante;Francia;francés;19;Siglo IX;?;1826;?;1853;Especialista en La Antártida;4.902.451.398;49 º 1 '  Este;-1.253.288.941;12 º 32 '  Sur;Sur- Este;Parte Este de Mare Fecunditatis;48;Messier;191;15d5;315C/S 124C, 131C/S;;;4;4;2.4;2.4;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;E del cráter Bellot;Escudo volcánico;Volcanismo extrusivo;No descrito;3;Formación muy interesante;4;4 días después de la Luna Nueva;3 días después de la Luna Llena;100;Refractor de 100 mm;Reflector de 200 mm
Bessarion 1;Domo;Sin determinar;Domo de Bessarion nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Estudioso y teólogo;Bizancio;bizantino;15;Siglo XV;Trebisonda;1402;Rávena;1472;Cardenal en 1439. Partidario de la unión de Iglesias. Promotor del Renacimiento en Italia.;-3.568.232.714;35 º 41 '  Oeste;1.270.903.299;12 º 43 '  Norte;Norte - Oeste;Región entre Oceanus Procellarum y Mare Imbrium;19;Brayley;253;7b6;040N/C 048N/C 055N/C 205C 213N/C;;IV-138-H2 A;4;4;2.4;2.4;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SE del cráter Bessarion;Escudo volcánico;Volcanismo extrusivo;Pequeño, domo marino;3;Formación muy interesante;10;3 días después del Cuarto Creciente;2 días después del Cuarto Menguante;100;Refractor de 100 mm;Reflector de 200 mm
Bessarion C 1;Domo;Sin determinar;Domo de Bessarion C nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Estudioso y teólogo;Bizancio;bizantino;15;Siglo XV;Trebisonda;1402;Rávena;1472;Cardenal en 1439. Partidario de la unión de Iglesias. Promotor del Renacimiento en Italia.;-4.037.272.134;40 º 22 '  Oeste;1.489.212.693;14 º 54 '  Norte;Norte - Oeste;Región entre Oceanus Procellarum y Mare Imbrium;19;Brayley;253;7b6;040N/C 048N/C 055N/C 205C 213N/C;;IV-138-H2 A;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SE del cráter Bessarion C;Escudo volcánico;Volcanismo extrusivo;Incierto;3;Formación muy interesante;11;4 días después del Cuarto Creciente;3 días después del Cuarto Menguante;999;Sin determinar;Sin determinar
Bessel 1;Domo;Sin determinar;Domo de Bessel nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;19;Siglo IX;Minden;1784;Königsberg;1846;Fundador del Observatorio de Königsberg. Observación de 75.000 estrellas. Medida de la distancia de 61 Cygni en 1838. Predijo la existencia de la compañera de Sirio;1.523.128.371;15 º 14 '  Este;2.116.162.215;21 º 10 '  Norte;Norte - Este;Parte Sur-Este de Mare Serenitatis;24;Bessel;316;1d5;343N 154C 161C;ST06/01  MM80;IV-090-H3;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;O del cráter Bessel;Escudo volcánico;Volcanismo extrusivo;Domo marino;3;Formación muy interesante;6;6 días después de la Luna Nueva;5 días después de la Luna Llena;999;Sin determinar;Sin determinar
Bessel F 1;Domo;Sin determinar;Domo de Bessel F nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;19;Siglo IX;Minden;1784;Königsberg;1846;Fundador del Observatorio de Königsberg. Observación de 75.000 estrellas. Medida de la distancia de 61 Cygni en 1838. Predijo la existencia de la compañera de Sirio;1.377.749.063;13 º 47 '  Este;2.122.307.378;21 º 13 '  Norte;Norte - Este;Parte Sur-Este de Mare Serenitatis;24;Bessel;316;1d5;343N 154C 161C;ST06/01  MM80;IV-090-H3;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;OE del cráter Bessel F;Escudo volcánico;Volcanismo extrusivo;No descrito;3;Formación muy interesante;6;6 días después de la Luna Nueva;5 días después de la Luna Llena;999;Sin determinar;Sin determinar
Bessel G 1;Domo;Sin determinar;Domo de Bessel G nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;19;Siglo IX;Minden;1784;Königsberg;1846;Fundador del Observatorio de Königsberg. Observación de 75.000 estrellas. Medida de la distancia de 61 Cygni en 1838. Predijo la existencia de la compañera de Sirio;1.484.957.361;14 º 51 '  Este;2.116.162.215;21 º 10 '  Norte;Norte - Este;Parte Sur-Este de Mare Serenitatis;24;Bessel;316;1d5;343N 154C 161C;ST06/01  MM80;IV-090-H3;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;E del cráter Bessel G;Escudo volcánico;Volcanismo extrusivo;Posición incierta;3;Formación muy interesante;6;6 días después de la Luna Nueva;5 días después de la Luna Llena;999;Sin determinar;Sin determinar
Bessel G 2;Domo;Sin determinar;Domo de Bessel G nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;19;Siglo IX;Minden;1784;Königsberg;1846;Fundador del Observatorio de Königsberg. Observación de 75.000 estrellas. Medida de la distancia de 61 Cygni en 1838. Predijo la existencia de la compañera de Sirio;1.497.778.065;14 º 59 '  Este;2.177.730.309;21 º 47 '  Norte;Norte - Este;Parte Sur-Este de Mare Serenitatis;24;Bessel;316;1d5;343N 154C 161C;ST06/01  MM80;IV-090-H3;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NE del cráter Bessel G;Escudo volcánico;Volcanismo extrusivo;Posición incierta, perfil bajo, domo marino;3;Formación muy interesante;6;6 días después de la Luna Nueva;5 días después de la Luna Llena;999;Sin determinar;Sin determinar
Bessel G 3;Domo;Sin determinar;Domo de Bessel G nº 3;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;19;Siglo IX;Minden;1784;Königsberg;1846;Fundador del Observatorio de Königsberg. Observación de 75.000 estrellas. Medida de la distancia de 61 Cygni en 1838. Predijo la existencia de la compañera de Sirio;1.465.867.204;14 º 40 '  Este;2.177.730.309;21 º 47 '  Norte;Norte - Este;Parte Sur-Este de Mare Serenitatis;24;Bessel;316;1d5;343N 154C 161C;ST06/01  MM80;IV-090-H3;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NE del cráter Bessel G;Escudo volcánico;Volcanismo extrusivo;Perfil bajo, domo marino;3;Formación muy interesante;6;6 días después de la Luna Nueva;5 días después de la Luna Llena;999;Sin determinar;Sin determinar
Billy 1;Domo;Sin determinar;Domo de Billy nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Matemático y astrónomo;Francia;francés;17;Siglo XVII;?;1602;?;1679;Igualmente astrólogo. Creyó en la influencia de un misterioso cometa.;-4.995.455.257;49 º 57 '  Oeste;-1.512.940.687;15 º 8 '  Sur;Sur - Oeste;Parte Suroeste de Oceanus Procellarum;40;Flamsteed;223;11 e5;055C/S 061C/S 067C 213C 225C/S;;IV-149-H2;3;5;1.8;3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;S del cráter Billy;Escudo volcánico;Volcanismo extrusivo;Hemisférico, en un área como marina;3;Formación muy interesante;11;4 días después del Cuarto Creciente;3 días después del Cuarto Menguante;100;Refractor de 100 mm;Reflector de 200 mm
Birmingham 1;Domo;Sin determinar;Domo de Birmingham nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Irlanda;irlandés;19;Siglo IX;?;1829;?;1884;Observador de la Luna.;-3.901.796.028;39 º 1 '  Oeste;6.620.572.705;66 º 12 '  Norte;Norte - Oeste;Limbo Norte de la Luna;4;Archytas;400;2g7 / 6b7;018N 024N 029N 161N 174N 179N 183N;;IV-128-H2;7;7;4.3;4.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NO del cráter Birmingham;Escudo volcánico;Volcanismo extrusivo;Lugar en un área de colinas rugosas;3;Formación muy interesante;11;4 días después del Cuarto Creciente;3 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Birmingham l 1;Domo;Sin determinar;Domo de Birmingham l nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Irlanda;irlandés;19;Siglo IX;?;1829;?;1884;Observador de la Luna.;-1.051.754.636;10 º 31 '  Oeste;604.586.395;60 º 28 '  Norte;Norte - Oeste;Limbo Norte de la Luna;4;Archytas;400;2g7 / 6b7;018N 024N 029N 161N 174N 179N 183N;;IV-128-H2;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SE de Birmingham l;Escudo volcánico;Volcanismo extrusivo;Pequeño, domo marino, en Mare Frigoris;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;999;Sin determinar;Sin determinar
Birt 1;Domo;Sin determinar;Domo de Birt nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Inglaterra;inglés;19;Siglo IX;?;1804;?;1881;Selenógrafo.;-9.597.967.294;9 º 36 '  Oeste;-2.067.091.869;20 º 40 '  Sur;Sur - Oeste;Región de Mare Humorum;54;Birt;162;9b3 / 13h3;009S 018S 179C/S 183S;;IV-113-H1;12.3;12.3;7.5;7.5;250;757;0.0203252032520325;--------------------------^-------------------------;NO del cráter Birt;Escudo volcánico;Volcanismo extrusivo;Hemisférico, Rima Birt I corta a medio camino a través del domo, también un cráter con halo oscuro;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Birt 2;Domo;Sin determinar;Domo de Birt nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Inglaterra;inglés;19;Siglo IX;?;1804;?;1881;Selenógrafo.;-9.892.635.113;9 º 54 '  Oeste;-2.042.616.285;20 º 26 '  Sur;Sur - Oeste;Región de Mare Humorum;54;Birt;162;9b3 / 13h3;009S 018S 179C/S 183S;;IV-113-H1;10;10;6.1;6.1;200;606;0.02;--------------------------^-------------------------;NO del cráter Birt;Escudo volcánico;Volcanismo extrusivo;En el extremo norte de Rima Birt I, hemisférico;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Birt 3;Domo;Sin determinar;Domo de Birt nº 3;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Inglaterra;inglés;19;Siglo IX;?;1804;?;1881;Selenógrafo.;-9.512.859.596;9 º 31 '  Oeste;-2.030.393.111;20 º 18 '  Sur;Sur - Oeste;Región de Mare Humorum;54;Birt;162;9b3 / 13h3;009S 018S 179C/S 183S;;IV-113-H1;10;6;6.1;3.6;200;606;0.02;--------------------------^-------------------------;NO del cráter Birt;Escudo volcánico;Volcanismo extrusivo;Cercano al extremo norte de Rima Birt I, hemisférico;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
G Bond 1;Domo;Sin determinar;Domo de Bond nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;U. S. A.;americano;19;Siglo IX;Cambcordillera;1826;Cambcordillera;1865;;6.683.017.345;6 º 41 '  Este;6.455.524.945;64 º 33 '  Norte;Norte - Este;Región Sureste del cráter Atlas;15;Atlas;311;15d1 / 16c7;323N 328N/C 131N 135N/C 143N;;IV-074-H1;12;12;7.3;7.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter W, Bond;Escudo volcánico;Volcanismo extrusivo;No descrito;3;Formación muy interesante;7;Cuarto Creciente;6 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Boscovich E 1;Domo;Sin determinar;Domo de Boscovich E nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Matemático y astrónomo;Croacia;croata;18;Siglo XVIII;Dubrovnik;1711;Milán;1787;Autor de diversos trabajos matemáticos y astronómicos. Promotor de las teorías de Newton. Autor de una teoría atómica de la materia.;1.291.438.447;12 º 55 '  Este;8.568.979.552;8 º 34 '  Norte;Norte - Este;Región Este de Mare Tranquilitatis;34;Hyginus;280;1 e3;351C 357C 154C 161C 167C;;V-030-H1 IV-097-H2;15;15;9.1;9.1;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;S del cráter Boscovich E;Volcán;Volcanismo extrusivo;Domo con forma de corazón con un gran cratercillo en la cumbre, el domo forma parte de la pared sur de Boscovich E;3;Formación muy interesante;7;Cuarto Creciente;6 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Brayley B 1;Domo;Sin determinar;Domo de Brayley B nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Profesor;Inglaterra;inglés;19;Siglo IX;?;1801;?;1870;Especialista en geografía.;-3.394.993.199;33 º 57 '  Oeste;196.333.589;19 º 38 '  Norte;Norte - Oeste;Región entre Oceanus Procellarum y Mare Imbrium;19;Brayley;337;5h6 / 7b7 / 8c1;040N 048N 205C 213N;;IV-138-H3;8;8;4.9;4.9;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NO del cráter Brayley B;Escudo volcánico;Volcanismo extrusivo;Miembro más septentrional de un par del domos hemisféricos marinos;3;Formación muy interesante;10;3 días después del Cuarto Creciente;2 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Brayley B 2;Domo;Sin determinar;Domo de Brayley B nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Profesor;Inglaterra;inglés;19;Siglo IX;?;1801;?;1870;Especialista en geografía.;-3.301.830.729;33 º 1 '  Oeste;2.091.606.965;20 º 55 '  Norte;Norte - Oeste;Región entre Oceanus Procellarum y Mare Imbrium;19;Brayley;337;5h6 / 7b7 / 8c1;040N 048N 205C 213N;;IV-138-H3;2;4;1.2;2.4;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NO del cráter Brayley B;Escudo volcánico;Volcanismo extrusivo;Grande, ovalado, domo marino, miembro más austral de un par del domos;3;Formación muy interesante;10;3 días después del Cuarto Creciente;2 días después del Cuarto Menguante;150;Refractor de 50 mm;Reflector de 300 mm
Brayley D 1;Domo;Sin determinar;Domo de Brayley D nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Profesor;Inglaterra;inglés;19;Siglo IX;?;1801;?;1870;Especialista en geografía.;-3.257.112.612;32 º 34 '  Oeste;1.932.948.265;19 º 20 '  Norte;Norte - Oeste;Región entre Oceanus Procellarum y Mare Imbrium;19;Brayley;337;5h6 / 7b7 / 8c1;040N 048N 205C 213N;;IV-138-H3;14;14;8.5;8.5;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SE del cráter Brayley D;Volcán;Volcanismo extrusivo;Grande, ovalado domo marino, cratercillo elongado en la cumbre, probablemente igual que el domo -506+439;3;Formación muy interesante;10;3 días después del Cuarto Creciente;2 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Brayley D 2;Domo;Sin determinar;Domo de Brayley D nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Profesor;Inglaterra;inglés;19;Siglo IX;?;1801;?;1870;Especialista en geografía.;-3.258.156.739;32 º 35 '  Oeste;1.969.420.289;19 º 42 '  Norte;Norte - Oeste;Región entre Oceanus Procellarum y Mare Imbrium;19;Brayley;337;5h6 / 7b7 / 8c1;040N 048N 205C 213N;;IV-138-H3;14;14;8.5;8.5;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SE del cráter Brayley D;Volcán;Volcanismo extrusivo;Grande, ovalado domo marino, cratercillo elongado en la cumbre, probablemente igual que el domo -508+331;3;Formación muy interesante;10;3 días después del Cuarto Creciente;2 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Bruce 1;Domo;Sin determinar;Domo de Bruce nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Benefactor;U. S. A.;americano;19;Siglo IX;?;1816;?;1900;Astrónomo amateur. Financió varias escuelas de astronomía y observatorios del mundo.;0.229376602;0 º 46 '  Este;2.349.785.605;2 º 21 '  Norte;Norte - Este;Disco central de la Luna;33;Triesnecker;286;1g1 / 13f8;003C 174C 179C;;IV-102-H1;12;12;7.3;7.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;N del cráter Bruce;Volcán;Volcanismo extrusivo;Hemisférico, domo marino, cratercillo en la cumbre, brillo con solapamiento de materiales de rayos, en Sinus Medii;3;Formación muy interesante;7;Cuarto Creciente;6 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Bullialdus 1;Domo;Sin determinar;Domo de Bullialdus nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo e historiador;Francia;francés;17;Siglo XVII;?;1605;?;1694;??;-2.209.152.404;22 º 5 '  Oeste;-1.733.751.802;17 º 20 '  Sur;Sur - Oeste;Parte Oeste de Mare Nubium;53;Bullialdus;166;9e3 / 9e4;024S 029S 191C/S 201C;MM148;IV-125-H1 IV-125-H2;6;12;3.6;7.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;N del cráter Bullialdus;Escudo volcánico;Volcanismo extrusivo;Pequeño, mal definido;3;Formación muy interesante;9;2 días después del Cuarto Creciente;1 día después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Bürg 1;Domo;Sin determinar;Domo de Bürg nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Austria;austriaco;19;Siglo IX;?;1766;?;1834;Autor de una teoría de movimientos de la Luna.;2.976.813.304;29 º 46 '  Este;463.027.247;46 º 18 '  Norte;Norte - Este;Región Noreste de Mare Serenitatis;14;Hercules;368;2b4 / 4h5;334N 343N 131N 135N 143N 148N 154N;ST08/00  MM71;IV-091-H2 IV-086-H2;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NE del cráter Bürg;Escudo volcánico;Volcanismo extrusivo;En el margen del cráter Bürg eyecciones blancas en Lacus Mortis;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;999;Sin determinar;Sin determinar
Byrgius 1;Domo;Sin determinar;Domo de Byrgius nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Relojero;Suiza;suizo;16;Siglo XVI;Lichtensteig;1552;Kassel;1632;Fabricante de instrumentos de precisión y colaborador de Kepler. Constructor de relojes y esferas celestes.;-6.555.303.983;65 º 33 '  Oeste;-2.470.838.338;24 º 43 '  Sur;Sur - Oeste;Limbo Oeste-Suroeste de la Luna;50;Darwin;184;11g3;067C 075C 080C/S 233C 237S;;IV-161-H1 IV-168-H1 IV-167-H3;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Byrgius;Escudo volcánico;Volcanismo extrusivo;Cerca del centro del cráter;3;Formación muy interesante;13;6 días después del Cuarto Creciente;5 días después del Cuarto Menguante;999;Sin determinar;Sin determinar
