NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
ABULFEDA O;Piccolo cratere;;Isma'il Abu al-Fida;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Storico;Arabia;arabo;14;14° secolo;Damasco;1273;Hamah;1331;Principe della dinastia degli Ayyubides. Autore della 'Storia' che descrive i lavori di Ibn al-Athir.;11.2;11.20 ° Est;-15.4;15.4 ° Sud;Sud-Est;Regione ad Est del cratere Ptolemaeus;45;Andel ?;??;Formazione non indicata;Formazione non indicata;;;7;7;4;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
ABULFEDA P;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Isma'il Abu al-Fida;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Storico;Arabia;arabo;14;14° secolo;Damasco;1273;Hamah;1331;Principe della dinastia degli Ayyubides. Autore della 'Storia' che descrive i lavori di Ibn al-Athir.;11.5;11.50 ° Est;-15.5;15.5 ° Sud;Sud-Est;Regione ad Est del cratere Ptolemaeus;45;Andel ?;??;Formazione non indicata;Formazione non indicata;;;5;5;3;3;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
ABULFEDA Q;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Isma'il Abu al-Fida;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Storico;Arabia;arabo;14;14° secolo;Damasco;1273;Hamah;1331;Principe della dinastia degli Ayyubides. Autore della 'Storia' che descrive i lavori di Ibn al-Athir.;12.3;12.30 ° Est;-12.8;12.8 ° Sud;Sud-Est;Regione ad Est del cratere Ptolemaeus;45;Andel ?;??;Formazione non indicata;Formazione non indicata;;;3;3;2;2;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;100;Riflettore da 100 mm;Riflettore da 200 mm;Faccia visibile
ABULFEDA R;Piccolo cratere;;Isma'il Abu al-Fida;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Storico;Arabia;arabo;14;14° secolo;Damasco;1273;Hamah;1331;Principe della dinastia degli Ayyubides. Autore della 'Storia' che descrive i lavori di Ibn al-Athir.;13;13.00 ° Est;-12.8;12.8 ° Sud;Sud-Est;Regione ad Est del cratere Ptolemaeus;45;Andel ?;??;Formazione non indicata;Formazione non indicata;;;7;7;4;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
ABULFEDA S;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Isma'il Abu al-Fida;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Storico;Arabia;arabo;14;14° secolo;Damasco;1273;Hamah;1331;Principe della dinastia degli Ayyubides. Autore della 'Storia' che descrive i lavori di Ibn al-Athir.;13.3;13.30 ° Est;-12.2;12.2 ° Sud;Sud-Est;Regione ad Est del cratere Ptolemaeus;45;Andel ?;??;Formazione non indicata;Formazione non indicata;;;5;5;3;3;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
ABULFEDA T;Piccolo cratere;;Isma'il Abu al-Fida;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Storico;Arabia;arabo;14;14° secolo;Damasco;1273;Hamah;1331;Principe della dinastia degli Ayyubides. Autore della 'Storia' che descrive i lavori di Ibn al-Athir.;13.8;13.80 ° Est;-14.8;14.8 ° Sud;Sud-Est;Regione ad Est del cratere Ptolemaeus;45;Andel ?;??;Formazione non indicata;Formazione non indicata;;;7;7;4;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
ABULFEDA U;Piccolo cratere;;Isma'il Abu al-Fida;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Storico;Arabia;arabo;14;14° secolo;Damasco;1273;Hamah;1331;Principe della dinastia degli Ayyubides. Autore della 'Storia' che descrive i lavori di Ibn al-Athir.;13.8;13.80 ° Est;-13;13 ° Sud;Sud-Est;Regione ad Est del cratere Ptolemaeus;45;Andel ?;??;Formazione non indicata;Formazione non indicata;;;6;6;4;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
ABULFEDA W;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Isma'il Abu al-Fida;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Storico;Arabia;arabo;14;14° secolo;Damasco;1273;Hamah;1331;Principe della dinastia degli Ayyubides. Autore della 'Storia' che descrive i lavori di Ibn al-Athir.;13.9;13.90 ° Est;-12.5;12.5 ° Sud;Sud-Est;Regione ad Est del cratere Ptolemaeus;45;Andel ?;??;Formazione non indicata;Formazione non indicata;;;5;5;3;3;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
ABULFEDA X;Piccolo cratere;;Isma'il Abu al-Fida;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Storico;Arabia;arabo;14;14° secolo;Damasco;1273;Hamah;1331;Principe della dinastia degli Ayyubides. Autore della 'Storia' che descrive i lavori di Ibn al-Athir.;14;14.00 ° Est;-15;15 ° Sud;Sud-Est;Regione ad Est del cratere Ptolemaeus;45;Andel ?;??;Formazione non indicata;Formazione non indicata;;;6;6;4;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
ABULFEDA Y;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Isma'il Abu al-Fida;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Storico;Arabia;arabo;14;14° secolo;Damasco;1273;Hamah;1331;Principe della dinastia degli Ayyubides. Autore della 'Storia' che descrive i lavori di Ibn al-Athir.;14.1;14.10 ° Est;-12.8;12.8 ° Sud;Sud-Est;Regione ad Est del cratere Ptolemaeus;45;Andel ?;??;Formazione non indicata;Formazione non indicata;;;5;5;3;3;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
ABULFEDA Z;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Isma'il Abu al-Fida;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Storico;Arabia;arabo;14;14° secolo;Damasco;1273;Hamah;1331;Principe della dinastia degli Ayyubides. Autore della 'Storia' che descrive i lavori di Ibn al-Athir.;15.2;15.20 ° Est;-14.7;14.7 ° Sud;Sud-Est;Regione ad Est del cratere Ptolemaeus;45;Andel ?;??;Formazione non indicata;Formazione non indicata;;;5;5;3;3;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
ADAMS B;Cratere;;John Couch Adams;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Gran Bretagna;britannico;19;19° secolo;Laneast;1819;Cambridge;1892;Ha dimostrato l'esistenza e ha indicato la posizione di Nettuno, indipendentemente da Le Verrier, ma i suoi lavori non sono stati pubblicati dal 'Royal Observatory'.;65.6;65.60 ° Est;-31.5;31.5 ° Sud;Sud-Est;Bordo Sud-Orientale della Luna;69;Furnerius ?;??;Formazione non indicata;Formazione non indicata;;;28;28;16;16;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;2;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
ADAMS C;Piccolo cratere;;John Couch Adams;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Gran Bretagna;britannico;19;19° secolo;Laneast;1819;Cambridge;1892;Ha dimostrato l'esistenza e ha indicato la posizione di Nettuno, indipendentemente da Le Verrier, ma i suoi lavori non sono stati pubblicati dal 'Royal Observatory'.;65.5;65.50 ° Est;-32.3;32.3 ° Sud;Sud-Est;Bordo Sud-Orientale della Luna;69;Furnerius ?;??;Formazione non indicata;Formazione non indicata;;;10;10;6;6;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;2;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
ADAMS D;Cratere;;John Couch Adams;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Gran Bretagna;britannico;19;19° secolo;Laneast;1819;Cambridge;1892;Ha dimostrato l'esistenza e ha indicato la posizione di Nettuno, indipendentemente da Le Verrier, ma i suoi lavori non sono stati pubblicati dal 'Royal Observatory'.;71.6;71.60 ° Est;-32.5;32.5 ° Sud;Sud-Est;Bordo Sud-Orientale della Luna;69;Furnerius ?;??;Formazione non indicata;Formazione non indicata;;;42;42;25;25;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;2;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
ADAMS M;Cratere;;John Couch Adams;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Gran Bretagna;britannico;19;19° secolo;Laneast;1819;Cambridge;1892;Ha dimostrato l'esistenza e ha indicato la posizione di Nettuno, indipendentemente da Le Verrier, ma i suoi lavori non sono stati pubblicati dal 'Royal Observatory'.;69.2;69.20 ° Est;-34.8;34.8 ° Sud;Sud-Est;Bordo Sud-Orientale della Luna;69;Furnerius ?;??;Formazione non indicata;Formazione non indicata;;;24;24;14;14;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;2;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
ADAMS P;Cratere;;John Couch Adams;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Gran Bretagna;britannico;19;19° secolo;Laneast;1819;Cambridge;1892;Ha dimostrato l'esistenza e ha indicato la posizione di Nettuno, indipendentemente da Le Verrier, ma i suoi lavori non sono stati pubblicati dal 'Royal Observatory'.;71;71.00 ° Est;-35.2;35.2 ° Sud;Sud-Est;Bordo Sud-Orientale della Luna;69;Furnerius ?;??;Formazione non indicata;Formazione non indicata;;;24;24;14;14;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;2;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
AGATHARCHIDES A;Cratere;;Agatharchide;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geografo e storico;Grecia;greco;-2;2° secolo a.C.;?;100 a.C. circa;?;?;??;-28.4;28.4 ° Ovest;-23.2;23.2 ° Sud;Sud-Ovest;Regione del Mare Humorum;52;Gassendi ?;??;Formazione non indicata;Formazione non indicata;;;16;16;9;9;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
AGATHARCHIDES B;Piccolo cratere;;Agatharchide;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geografo e storico;Grecia;greco;-2;2° secolo a.C.;?;100 a.C. circa;?;?;??;-31.6;31.6 ° Ovest;-21.5;21.5 ° Sud;Sud-Ovest;Regione del Mare Humorum;52;Gassendi ?;??;Formazione non indicata;Formazione non indicata;;;7;7;4;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
AGATHARCHIDES C;Cratere;;Agatharchide;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geografo e storico;Grecia;greco;-2;2° secolo a.C.;?;100 a.C. circa;?;?;??;-32.9;32.9 ° Ovest;-22;22 ° Sud;Sud-Ovest;Regione del Mare Humorum;52;Gassendi ?;??;Formazione non indicata;Formazione non indicata;;;12;12;7;7;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
AGATHARCHIDES E;Cratere;;Agatharchide;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geografo e storico;Grecia;greco;-2;2° secolo a.C.;?;100 a.C. circa;?;?;??;-33;33 ° Ovest;-20.7;20.7 ° Sud;Sud-Ovest;Regione del Mare Humorum;52;Gassendi ?;??;Formazione non indicata;Formazione non indicata;;;15;15;9;9;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
AGATHARCHIDES F;Piccolo cratere;;Agatharchide;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geografo e storico;Grecia;greco;-2;2° secolo a.C.;?;100 a.C. circa;?;?;??;-31.8;31.8 ° Ovest;-20.3;20.3 ° Sud;Sud-Ovest;Regione del Mare Humorum;52;Gassendi ?;??;Formazione non indicata;Formazione non indicata;;;6;6;4;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
AGATHARCHIDES G;Piccolo cratere;;Agatharchide;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geografo e storico;Grecia;greco;-2;2° secolo a.C.;?;100 a.C. circa;?;?;??;-26.7;26.7 ° Ovest;-20.1;20.1 ° Sud;Sud-Ovest;Regione del Mare Humorum;52;Gassendi ?;??;Formazione non indicata;Formazione non indicata;;;6;6;4;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
AGATHARCHIDES H;Cratere;;Agatharchide;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geografo e storico;Grecia;greco;-2;2° secolo a.C.;?;100 a.C. circa;?;?;??;-33.9;33.9 ° Ovest;-20.4;20.4 ° Sud;Sud-Ovest;Regione del Mare Humorum;52;Gassendi ?;??;Formazione non indicata;Formazione non indicata;;;15;15;9;9;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
AGATHARCHIDES J;Cratere;;Agatharchide;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geografo e storico;Grecia;greco;-2;2° secolo a.C.;?;100 a.C. circa;?;?;??;-32.5;32.5 ° Ovest;-21.6;21.6 ° Sud;Sud-Ovest;Regione del Mare Humorum;52;Gassendi ?;??;Formazione non indicata;Formazione non indicata;;;13;13;8;8;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
AGATHARCHIDES K;Cratere;;Agatharchide;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geografo e storico;Grecia;greco;-2;2° secolo a.C.;?;100 a.C. circa;?;?;??;-27.4;27.4 ° Ovest;-21;21 ° Sud;Sud-Ovest;Regione del Mare Humorum;52;Gassendi ?;??;Formazione non indicata;Formazione non indicata;;;11;11;6;6;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
AGATHARCHIDES L;Piccolo cratere;;Agatharchide;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geografo e storico;Grecia;greco;-2;2° secolo a.C.;?;100 a.C. circa;?;?;??;-26.7;26.7 ° Ovest;-21.1;21.1 ° Sud;Sud-Ovest;Regione del Mare Humorum;52;Gassendi ?;??;Formazione non indicata;Formazione non indicata;;;8;8;5;5;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
AGATHARCHIDES N;Cratere;;Agatharchide;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geografo e storico;Grecia;greco;-2;2° secolo a.C.;?;100 a.C. circa;?;?;??;-29.6;29.6 ° Ovest;-21.1;21.1 ° Sud;Sud-Ovest;Regione del Mare Humorum;52;Gassendi ?;??;Formazione non indicata;Formazione non indicata;;;22;22;13;13;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
AGATHARCHIDES O;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Agatharchide;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geografo e storico;Grecia;greco;-2;2° secolo a.C.;?;100 a.C. circa;?;?;??;-26.6;26.6 ° Ovest;-19.2;19.2 ° Sud;Sud-Ovest;Regione del Mare Humorum;52;Gassendi ?;??;Formazione non indicata;Formazione non indicata;;;5;5;3;3;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
AGATHARCHIDES P;Cratere;;Agatharchide;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geografo e storico;Grecia;greco;-2;2° secolo a.C.;?;100 a.C. circa;?;?;??;-28.7;28.7 ° Ovest;-20.2;20.2 ° Sud;Sud-Ovest;Regione del Mare Humorum;52;Gassendi ?;??;Formazione non indicata;Formazione non indicata;;;66;66;39;39;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
