NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
ARAGO;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years);François Arago;Mädler (1837);Bakii;Insula Cilicum;Not named;Astronomer and physicist;France;french;19;19 th century;Estagel;1786;Paris;1853;;21,4;21.4° East;6,2;6.2° North;North-East;East part of Mare Tranquillitatis;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;27;27;16;16;1800;5500;0,0692;A______________________________A;Isolated circular formation.;Pretty steep slopes supporting the ghost crater Lamont to the South-East and domes Arago Beta to the West and Arago Alpha to the North.;Pretty high walls in terraces.;Tormented floor.  Radial mountain.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
ARAGO ALPHA;Dome;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Arago Alpha - François Arago;(??);Not named;Not named;Not named;Astronomer and physicist;France;french;19;19 th century;Estagel;1786;Paris;1853;Director of the observatory of Paris.  Works on the polarization. Measure of the diameter of planets.  Discovery of the solar chromosphere. Member of the Academy of Sciences in 1809.  Minister having abolished the slavery in french colonies.;21,5;21.5° East;7,6;7.6° North;North-East;East part of Mare Tranquillitatis;35;Arago;279;;154C;MM86;;20;20;12;12;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Little high and extensive dome without summit crater.;;;;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
ARAGO BETA;Dome;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Arago Beta - François Arago;(??);Not named;Not named;Not named;Astronomer and physicist;France;french;19;19 th century;Estagel;1786;Paris;1853;Director of the observatory of Paris.  Works on the polarization. Measure of the diameter of planets.  Discovery of the solar chromosphere. Member of the Academy of Sciences in 1809.  Minister having abolished the slavery in french colonies.;20,1;20.1° East;6,3;6.3° North;North-East;East part of Mare Tranquillitatis;35;Arago;279;;154C;MM86;;20;20;12;12;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Little high and extensive dome without summit crater;;;;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
ARATUS;Crater;Copernician (From -1.1 billions years to present days) ?;Aratos;(??);Not named;Not named;Not named;Poet;Greece;greek;-4;4  th century BC;Soles;315 BC;Macédoine;245 av JC;Author of a poem on the astronomy and on the meteorological phenomena. Author of the name of 48 constellations known in Antiquity.;4,5;4.5° East;23,6;23.6° North;North-East;Montes Apenninus region;22;Conon;322;1f6;357C 003C 161C 167N;;IV-102-H3;10;10;6;6;1860;5600;0,1755;A__________A;Bright circular formation with bowl shape situated in Montes Apenninus.;Pretty steep slopes.;Pretty high walls.;Rounded floor.;2;Pretty interesting formation;7;First Quarter;6 days after Full Moon;50;50 mm refractor;100 mm refractor
ARCHIMEDES;Crater;Upper Imbrian (From -3.8 billions years to -3.2 billions years);Archimede;Riccioli (1651);Roma;Mons Argentarius;Archimedes;Mathematician and physicist;Greece;greek;-3;3 rd century BC;Syracuse;287 BC;Syracuse;212 av JC;Pupil of Euclide.  Calculation of Pi.  Works in geometry. Inventor of the pulley and the lever.  Founder of the static and the hydrostatic.;-4;4.0° West;29,7;29.7° North;North-West;Montes Apenninus region;22;Conon;330;1h7 / 2g1 / 5b8 / 6a2;003N 009N 174N 179N 183N;ST01/01  MM32 L100/027;IV-109-H3 IV-109-M IV-110-H1 IV-115-H1;85;85;50;50;2150;6500;0,0259;A____________________________________________________________________________________A;Circular formation.;Steep slopes supporting Mount Archimedes to the South and Bancroft to the South-West.;Pretty high walls in terraces.;Very flat floor and widened filled with lava. Craterlets.;4;Exceptional formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor
ARCHYTAS;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years);Archytas;(??);Aristarchi;Not named;Not named;Scientist and stateman;Greece;greek;-5;5  th century BC;Tarente;428 BC;Tarente;347 av JC;Pythagorician friend of Platon.  Inventor of the kite and flying machines.;5;5.0° East;58,7;58.7° North;North-East;Moon North limb;4;Archytas;395;2f6;357N 003N 009N 154N 161N 167N 174N;;IV-104-H1 IV-116-H1;32;32;19;19;2350;7100;0,0734;A____________________________A;Circular formation.;Steep slopes.;High walls in light terraces.;Tormented floor.  Central mountain.;3;Very interesting formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor
ARGELANDER;Crater;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Friedrich Wilhelm August Argelander;Schmidt (1878);Naudei;Not named;Not named;Astronomer;Germany;german;19;19 th century;Memel;1799;Bonn;1875;;5,8;5.8° East;-16,5;16.5° South;South-East;East of Catharina crater region;56;Azophi;204;13 e5;357S 003S 161S 167C 174S;;IV-101-H2;36;36;21;21;2980;9000;0,0876;A_______________________A;Circular formation forming a North - South aligned remarkable trio with Airy and Vogel.;Pretty steep slopes supporting Argelander A to the East Airy to the South and Vogel to the North.;High walls in terraces.;Few and extensive flat floor.  Small central mountain. Craterlets whose a double to the North.;3;Very interesting formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor
ARIADAEUS;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Philippus Arrhidaeus;(??);Not named;Not named;Not named;King;;;-4;4 ç th century BC;?;?;?;317 av JC;Son of Philippe II.  Author of a compilation of eclipses. Assassinated on the order of Olympias.;17,3;17.3° East;4,6;4.6° North;North-East;East part of Mare Tranquillitatis;35;Arago;280;1d2;343C 154C 161C;;IV-090-H1;12;12;7;7;1830;5500;0,16339;A___________A;Circular formation with bowl shape. Point of arrival of Rima Ariadaeus.;Few steep slopes supporting Ariadaeus A to the North-East.;Few high walls.;Rounded floor.;2;Pretty interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;
ARISTARCHUS;Crater;Copernician (From -1.1 billions years to present days);Aristarque;Riccioli (1651);Balthasaris Hispa. Pri.;Mons Porphyrites;Aristarchus;Astronomer;Greece;greek;-3;3 rd century BC;Samos;310 BC;Samos;230 av JC;Inventor of the heliocentric theory and a method of distance calculation of the Sun and the Moon.;-47,4;47.4° West;23,7;23.7° North;North-West;Aristarchus crater region;18;Aristarchus;340;7c8 / 7d8 / 8d2;048N 055N 061N 067N 213N 225N;ST01/03  MM167 L100/011;IV-150-H3 IV-151-H1 IV-157-M;41;41;24;24;3000;9100;0,075;A___________________________A;Circular formation visible during the Earthshine. Important rays. Transcient phenomena. Forms an interesting couple with Herodotus. Young formation (450 millions of years).;Steep slopes especially to the North.;High walls in terraces.;Few and extensive flat floor. Small central mountain.;4;Exceptional formation;11;4 days after First Quarter;3 days after Last Quarter;30;10x binoculars;50 mm refractor
ARISTILLUS;Crater;Copernician (From -1.1 billions years to present days);Aristillus;Riccioli (1651);Pozzo;Mons Ligustinus;Aristillus;Astronomer;Greece;greek;-3;3 rd century BC;?;about 280 BC;?;?;Lived in Alexandrie;1,2;1.2° East;33,9;33.9° North;North-East;North of Archimedes crater region;12;Aristillus;332;1g8 / 2f2 / 5a8 / 6a2;357N 003N 009N 167N 174N 179N 183N;ST01/01  MM32;IV-110-H1;56;56;33;33;3650;11100;0,0664;A_______________________________A;Forms a remarkable couple with Autolycus. Circular formation. Rays.;Very steep and tormented slopes.;Pretty high walls in terraces.;Flat floor.  Three central mountains of 900 m high.;4;Exceptional formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor
ARISTOTELES;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years);Aristote;Riccioli (1651);Brahei;Mons Serrorum;Aristoteles;Philosopher;Greece;greek;-4;4  th century BC;Stagire;384 BC;Chalcis;322 av JC;Universal scientist. Creator of the Logic.  Tutor of Alexander the Great.  Works on animals and rocks.;17,4;17.4° East;50,2;50.2° North;North-East;Moon North limb;5;Aristoteles;372;2d5;343N 351N 143N 148N 154N 161N;ST08/00  MM71;IV-092-H1 IV-104-H1 IV-103-H3 IV-098-H3 IV-110-H3;90;90;53;53;3700;11200;0,0425;A__________________________________________________A;Circular formation. Forms a remarkable couple with Eudoxus.;Very steep and tormented slopes supporting Mitchell to the East.;Very high walls in terraces.;Flat floor extensive. Two small mountains off-center. Hill rilles and craterlets.;4;Exceptional formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor
ARMSTRONG;Craterlet;Birth period not found;Neil A. Armstrong (ex Sabine E);(??);Not named;Not named;Not named;Astronaut;U. S. A.;american;20;20 th century;?;1930;?;Vivant;Test pilot.  Commander of the mission Apollo 11.  First man to have walked on the Moon on July 21th 1969.;25;25.0° East;1,4;1.4° North;North-East;East part of Mare Tranquillitatis;35;Arago;0;;;;;5;5;3;3;670;2000;0,1457;A_____________A;Isolated circular formation with bowl shape.;Few steep slopes.;Few high walls.;Rounded floor.;1;Low interest or difficult formation;5;5 days after New Moon;4 days after Full Moon;100;100 mm reflector;200 mm reflector
ARNOLD;Crater;Birth period not found;Cristoph Arnold;Schröter (1802);Not named;Not named;Not named;Astronomer;Germany;german;17;17 th century;?;1650;?;1695;??;35,9;35.9° East;66,8;66.8° North;North-East;Moon North limb;5;Aristoteles;395;2c7 / 2d7;323N 328N 334N 343N 106N 119N 124N 131N 135N 143N 148N;;IV-092-H2 IV-080-H2 IV-177-H3 IV-068-H2 IV-191-H1;99;99;58;58;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation.;Few steep slopes overlapped to the North by Arnold A and a craterlet to the West and to the South.;Few high walls crumbled to the South.;Flat floor filled with lava. Depression rille and crater.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
ARTEMIS;Craterlet;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Artemis;(??);Not named;Not named;Not named;Mythological character;;;0;17 th century;;;;;Girl of Zeus and sister of Apollon.  Goddess protectrice of trees and savage beasts.;-25,2;25.2° West;25;25.0° North;North-West;South part of Mare Imbrium;20;Pytheas;337;;;;;2;2;1;1;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Isolated circular formation with bowl shape.;Few steep slopes.;Few high walls.;Rounded floor.;1;Low interest or difficult formation;9;2 days after First Quarter;1 day after Last Quarter;150;150 mm reflector;300 mm reflector
ARTSIMOVICH;Craterlet;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Lev Andreïevitch  Artsimovich (ex Diophantus A);(??);Not named;Not named;Not named;Physicist;U. S. S. R.;soviet;20;20 th century;Moscow;1909;Moscow;1973;Study of plasmas.  Development of reactors with nuclear fusion called Tokamak.;-36,6;36.6° West;27,6;27.6° North;North-West;Region between Oceanus Procellarum and Mare Imbrium;19;Brayley;339;5h8 / 6g1 / 7b8 / 8c2;040N 205N 213N;;;9;9;5;5;860;2600;0,0956;A_____________________A;Circular formation with bowl shape.;Few steep slopes.;Few high walls.;Rounded floor.;1;Low interest or difficult formation;10;3 days after First Quarter;2 days after Last Quarter;50;50 mm refractor;100 mm refractor
ARYABHATA;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Aryabhata (ex Maskelyne E);(??);Not named;Not named;Not named;Astronomer and mathematician;India;indian;6;6 th century;Pataliputra;476;?;550;Resolution of equations of 1st degree.  Development of the theory of the epicycles.;35,1;35.1° East;6,2;6.2° North;North-East;Central part of Mare Tranquillitatis;36;Cauchy;271;3e3 / 3f3;328C 135C 143C;;IV-073-H1;22;22;13;13;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Very damaged circular formation almost a ghost crater.;Few steep slopes non existent to the North-West.;North-West walls gobbled by the lava of Mare Tranquillitatis.;Flat floor filled with lava. Craterlet.;2;Pretty interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
ARZACHEL;Crater;Lower Imbrian (From -3.85 billions years to -3.8 billions years);Al Zarqalï;Riccioli (1651);Annae Reg. Fran.;Mons Cragus;Arzachel;Astronomer and mathematician;Araby;arabian;11;11 th century;?;1029;Cordoue;1100;Personal astronomer of the king of Toledo al-Ma'mun.  Inventor of several instruments of observation.  Editor of the first astronomical tables called;-1,9;1.9° West;-18,2;18.2° South;South-West;Arzachel crater region;55;Arzachel;164;9a3 / 13g4;003S 009S 174S 179C 183S;MM139;IV-108-H2;100;100;59;59;3610;10900;0,0372;A__________________________________________________________A;Circular formation forming a remarkable trio with Ptolemaeus and Alphonsus.;Very steep slopes of 1000 m supporting Arzachel B and C and Alpetragius M and N to the North-West Arzachel E and R to the South-West and Parrot C to the East.;Very high walls in terraces.;Extensive flat floor. Central mountain of 1500 m high supporting a craterlet on its South slope. Numerous craterlets whose Arzachel A K H and T. Contains Rimae Arzachel to the North-East. Hills and rilles.;4;Exceptional formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor
ASADA;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Gryu Asada (ex Taruntius A);(??);Not named;Not named;Not named;Astronomer;Japan;japanese;18;18 th century;?;1734;?;1799;??;49,9;49.9° East;7,3;7.3° North;North-East;North edge of Mare Fecunditatis;37;Taruntius;269;3c3;315C 124N/C;;;12;12;7;7;2000;6100;0,1667;A___________A;Circular formation with bowl shape situated to the South-West of the rim of a tray.;Few steep slopes but to the North-East.;Few high walls.;Rounded floor.;2;Pretty interesting formation;4;4 days after New Moon;3 days after Full Moon;50;50 mm refractor;100 mm refractor
ASCLEPI;Crater;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Guiseppe Asclepi;Schmidt (1878);Caleni;Not named;Not named;Astronomer and physicist;Italy;italian;18;18 th century;?;1706;?;1776;??;25;25.0° East;-55,1;55.1° South;South-East;Moon South limb;74;Manzinus;34;14c4;343S 143S 148S 154S;;IV-100-H1 IV-088-H1 IV-107-H1 IV-095-H1;44;44;26;26;2800;8500;0,0651;A________________________________A;Circular formation.;Steep slopes supporting Asclepi B and D to the North-West and Asclepi K and L to the South-East.;Pretty high walls damaged to the South by a little marked crater.;Flat floor with central hill.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
ASTON;Crater;Birth period not found;Francis William Aston;Arthur / Whitaker (1963);Not named;Not named;Not named;Physicist;England;english;20;20 th century;Harborne;1877;Cambridge;1945;Discoverer of isotopes. Nobel Price of chemistry in 1922.;-87,7;87.7° West;32,9;32.9° North;North-West;Moon North-West limb;8;Rümker;0;;Q2NW;;IV-189-H1;44;44;26;26;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Situated in the zone of librations. Damaged formation.;;Few high walls.;Flat floor.;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;10x binoculars;50 mm refractor
ATLAS;Crater;Upper Imbrian (From -3.8 billions years to -3.2 billions years);Atlas;Riccioli (1651);Blitterswyckii;Montes Macrocemnii;Atlas;Mythological character;Greece;greek;0;20 th century;;;;;Giant father of Pleiads and Hyades condemned by Zeus to sustain the celestial vault on its shoulders to have been the ally of Titans.;44,4;44.4° East;46,7;46.7° North;North-East;Atlas crater South-East region;15;Atlas;366;2a4 / 4g6;315N 323N 328N 112N 119N 124N 131N 135N;MM72;IV-074-H3 IV-091-H2 IV-079-H2 IV-074-H2 IV-079-H3;90;90;53;53;3000;9100;0,0345;A______________________________________________________________A;Forms a remarkable couple with Hercules. Circular formation.;Very steep slopes supporting a craterlet to the South.;Walls in terraces.;Tormented floor. Central mountain. Contains Rimae Atlas. Hills and craterlets.;4;Exceptional formation;4;4 days after New Moon;3 days after Full Moon;30;10x binoculars;50 mm refractor
