NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU;
ANAXIMANDER;Cratere;Pre-Nectariano (da -4.55 miliardi di anni a -3.92 miliardi di anni)?;Anassimandro;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Filosofo e astronomo;Grecia;greco;-7;7° secolo a.C.;Mileto;611 a.C.;Mileto;547 a.C.;Inventore dello gnomone.  Sostenitore di una Terra circolare e piatta.  Mappa del mondo conosciuto.  Scopritore della Stella Polare e dell'obliquità dell'Eclittica.;-51.3;51.3° Ovest;66.9;66.9° Nord;Nord-Ovest;Bordo Nord-Nord-Ovest della Luna;2;Pythagoras;405;6 e7;055N 061N 067N 075N 080N 201N 205N 213N;;IV-164-H2 IV-176-H2;70;70;41;41;2800;8500;0.0412;A____________________________________________________A;Formazione distrutta.;Versanti poco scoscesi danneggiati dall'intrusione di Carpenter a Nord e di Anaximander D a Sud.;Pareti poco elevate sormontate da un piccolo cratere a Nord e inglobate a Sud.;Fondo piatto in comunicazione con Anaximeer D a Sud. Piccoli crateri e una linea di creste.;3;Formazione molto interessante;11;4 giorni dopo il Primo Quarto;3 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
ANAXIMENES;Cratere;Pre-Nectariano (da -4.55 miliardi di anni a -3.92 miliardi di anni) ?;Anassimene;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Filosofo;Grecia;greco;-6;6° secolo a.C.;Mileto;585 a.C.;Mileto;528 a.C.;Sostenitore di una Terra piatta.;-44.5;44.5° Ovest;72.5;72.5° Nord;Nord-Ovest;Bordo Settentrionale della Luna;3;Plato;402;6d8;055N 061N 075N, 080N 191N, 205N, 213N, 233N;;IV-164-H2 IV-152-H2 IV-176-H2;82;82;48;48;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare.;Versanti abbastanza scoscesi su cui si trovano Anaximenes G a Nord-Est e Philolaus ad Est.;Pareti poco elevate.;Fondo piatto riempito di lava.  Piccoli crateri.;2;Formazione abbastanza interessante;11;4 giorni dopo il Primo Quarto;3 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
ANDEL;Cratere;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Karel Andil;Müller (1935);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Cecoslovacchia;ceco;20;20° secolo;?;1884;?;1947;Selenografo del Regno di Cecoslovacchia.  Autore di una mappa della Luna nel 1926.;12.4;12.4° Est;-10.4;10.4° Sud;Sud-Est;Regione ad Est del cratere Ptolemaeus;45;Andel;202;13d5;351C 357C 154C 161C 167C;;IV-096-H2 IV-089-H2;36;36;21;21;1300;3900;0.0371;A__________________________________________________________A;Formazione circolare danneggiata.;Versanti scoscesi tormentati a Sud e a Sud-Ovest, e su cui si trovano Andel M e N a Nord-Ovest, Andel A e D a Sud-Ovest, e Andel S P e E a Sud.;Pareti più alte ad Est che ad Ovest, collassate a Sud, e sormontate da Andel G a Sud.;Fondo tormentato con colline.  Piccoli crateri di cui il più imponente vicino al centro.;3;Formazione molto interessante;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
ANGSTROM;Piccolo cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni) ?;Anders Jonas Angström;Krieger / König (1912);Nome non assegnato;Nome non assegnato;Nome non assegnato;Fisico;Svezia;svedese;19;19° secolo;Lödgö;1814;Uppsala;1874;Prime misure di lunghezza d'onda. Specialista di analisi spettrale.;-41.6;41.6° Ovest;29.9;29.9° Nord;Nord-Ovest;Regione tra Oceanus Procellarum e Mare Imbrium;19;Brayley;338;5h8 / 6h2 / 8c3;048N 055N 205N 213N;;IV-145-H1 IV-144-H3 IV-151-H1;10;10;6;6;2030;6200;0.2071;A_________A;Brillante formazione circolare a forma di conca.;Versanti poco scoscesi.;Pareti abbastanza alte.;Fondo arrotondato.;2;Formazione abbastanza interessante;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
ANSGARIUS;Cratere;Nectariano (da -3.92 miliardi di anni a -3.85 miliardi di anni);H. Ansgar;Mädler (1837);Nome non assegnato;Nome non assegnato;Nome non assegnato;Teologo;Germania;tedesco;9;9° secolo;?;801;?;865;??;79.7;79.7° Est;-12.7;12.7° Sud;Sud-Est;Bordo Orientale della Luna;49;Langrenus;188;15a5;291S Q4E 099C;;IV-178-H1 IV-017-M IV-027-H2;97;97;57;57;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata nella zona delle librazioni.;Versanti scoscesi.;Alte pareti terrazzate.;Esteso fondo piatto.  Piccoli crateri.;3;Formazione molto interessante;2;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
ANVILLE;Cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni) ?;Jean-Baptiste Bourguignon d'Anville (ex Taruntius G);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geografo;Francia;francese;18;18° secolo;Parigi;1697;Parigi;1783;Autore di una mappa dell' Africa nel 1727, di un atlante della Cina, e di una 'Antica Geografia'.  Membro dell'Accademia delle Scienze nel 1773.;49.5;49.5° Est;1.9;1.9° Nord;Nord-Est;Bordo Settentrionale del Mare Fecunditatis;37;Taruntius;229;3c2;315C 119N/C 124C 131C;;;12;12;7;7;1800;5500;0.1636;A___________A;Formazione circolare isolata a forma di conca, situata sul Dorsum Cushman.;Versanti poco scoscesi.;Pareti abbastanza alte.;Fondo arrotondato.;2;Formazione abbastanza interessante;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
APIANUS;Cratere;Nectariano (da -3.92 miliardi di anni a -3.85 miliardi di anni);Peter Bienewitz (o Apianus);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico e astronomo;Germania;tedesco;16;16° secolo;Leisnig;1495;Ingolstadt;1552;Calcolo della longitudine a partire dai movimenti della Luna.  Autore dell' 'Astronomicum Caesareum'.;7.9;7.9° Est;-26.9;26.9° Sud;Sud-Est;Regione ad Est del cratere Catharina;56;Azophi;120;13e2 / 14e8;351S 357S 003S 161S 167S;;IV-096-H1 IV-101-H1 IV-100-H3;65;65;38;38;2080;6300;0.033;A_________________________________________________________________A;Formazione circolare.;Versanti tormentati su cui si trovano molti piccoli crateri, tra cui il doppio cratere Apianus A a Nord-Ovest e Apianus B a Sud-Est.;Pareti leggermente terrazzate.;Fondo piatto riempito di lava.  Piccoli crateri;3;Formazione molto interessante;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
APOLLONIUS;Cratere;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Apollonio di Pergamo;Mädler (1837);Nome non assegnato;Mons Sanctus;Nome non assegnato;Matematico e astronomo;Grecia;greco;-3;3° secolo a.C.;Alessandria;262 a.C.;Pergamo;180 a.C.;Autore di un importante lavoro di sintesi sulle coniche.;61.1;61.1° Est;4.5;4.5° Nord;Nord-Est;Bordo Orientale della Luna;38;Neper;228;3b2;303C 309C 099C I05N 112C 119C;;;54;54;32;32;1700;5200;0.0321;A___________________________________________________________________A;Formazione circolare situata in una regione montuosa.;Versanti abbastanza scoscesi su cui si trovano Daly e Apollonius F a Nord-Ovest e Cartan e Apollonius H a Sud-Ovest.;Pareti abbastanza alte, leggermente terrazzate, su cui si trovano Apollonius M e E;Fondo piatto riempito di lava.;3;Formazione molto interessante;3;3 giorni dopo la Luna Nuova;2 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
ARAGO;Cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni);François Arago;Mädler (1837);Bakii;Insula Cilicum;Nome non assegnato;Astronomo e fisico;Francia;francese;19;19° secolo;Estagel;1786;Parigi;1853;Direttore dell'Osservatorio di Parigi.  Lavori sulla polarizzazione. Misura del diametro dei pianeti.  Scoperta della cromosfera solare. Membro dell'Accademia delle Scienze nel 1809.  Come ministro, abolì la schiavitù nelle colonie francesi.;21.4;21.4° Est;6.2;6.2° Nord;Nord-Est;Parte Orientale del Mare Tranquillitatis;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;27;27;16;16;1800;5500;0.0692;A______________________________A;Formazione circolare isolata.;Versanti abbastanza scoscesi su cui si trovano il cratere fantasma Lamont a Sud-Est e i domi Arago Beta ad Ovest e Arago Alpha a Nord.;Pareti abbastanza alte e terrazzate.;Fondo tormentato.  Montagna radiale.;3;Formazione molto interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
ARAGO ALPHA;Domo;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Arago Alpha - François Arago;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo e fisico;Francia;francese;19;19° secolo;Estagel;1786;Parigi;1853;Direttore dell'Osservatorio di Parigi.  Lavori sulla polarizzazione. Misura del diametro dei pianeti.  Scoperta della cromosfera solare. Membro dell'Accademia delle Scienze nel 1809.  Come ministro, abolì la schiavitù nelle colonie francesi.;21.5;21.5° Est;7.6;7.6° Nord;Nord-Est;Parte Orientale del Mare Tranquillitatis;35;Arago;279;;154C;MM86;;20;20;12;12;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Domo ampio ma poco alto. Senza un cratere sulla sommità.;;;;3;Formazione molto interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
ARAGO BETA;Domo;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Arago Beta - François Arago;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo e fisico;Francia;francese;19;19° secolo;Estagel;1786;Parigi;1853;Direttore dell'Osservatorio di Parigi.  Lavori sulla polarizzazione. Misura del diametro dei pianeti.  Scoperta della cromosfera solare. Membro dell'Accademia delle Scienze nel 1809.  Come ministro, abolì la schiavitù nelle colonie francesi.;20.1;20.1° Est;6.3;6.3° Nord;Nord-Est;Parte Orientale del Mare Tranquillitatis;35;Arago;279;;154C;MM86;;20;20;12;12;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Domo ampio ma poco alto senza un cratere sulla sommità.;;;;3;Formazione molto interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
ARATUS;Cratere;Copernicano (da -1.1 miliardi di anni ad oggi) ?;Arato;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Poeta;Grecia;greco;-4;4° secolo a.C.;Soles;315 a.C.;Macedonia;245 a.C.;Autore di un poema sull'astronomia e sui fenomeni meteorologici. Autore del nome di 48 costellazioni note nell'antichità.;4.5;4.5° Est;23.6;23.6° Nord;Nord-Est;Regione dei Monti Appennini;22;Conon;322;1f6;357C 003C 161C 167N;;IV-102-H3;10;10;6;6;1860;5600;0.1755;A__________A;Brillante formazione circolare a forma di conca situata nei Montes Apenninus.;Versanti abbastanza scoscesi.;Pareti abbastanza alte.;Fondo arrotondato.;2;Formazione abbastanza interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
ARCHIMEDES;Cratere;Imbriano Superiore (da -3.8 miliardi di anni a -3.2 miliardi di anni);Archimede;Riccioli (1651);Roma;Mons Argentarius;Archimedes;Matematico e fisico;Italia;siciliano;-3;3° secolo a.C.;Siracusa;288 a.C.;Siracusa;212 a.C.;Discepolo di Euclide.  Calcolo del Pi greco.  Opere di geometria.  Inventore della leva e della puleggia.  Fondatore della statica e dell'idrostatica.;-4;4.0° Ovest;29.7;29.7° Nord;Nord-Ovest;Regione dei Monti Appennini;22;Conon;330;1h7 / 2g1 / 5b8 / 6a2;003N 009N 174N 179N 183N;ST01/01  MM32 L100/027;IV-109-H3 IV-109-M IV-110-H1 IV-115-H1;85;85;50;50;2150;6500;0.0259;A____________________________________________________________________________________A;Formazione circolare.;Versanti scoscesi su cui si trovano Mount Archimedes a Sud e Bancroft a Sud-Ovest.;Pareti abbastanza alte e terrazzate.;Fondo molto piatto e molto esteso riempito di lava. Piccoli crateri.;4;Formazione eccezionale;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
ARCHYTAS;Cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni);Archytas;(??);Aristarchi;Nome non assegnato;Nome non assegnato;Scienziato e statista;Grecia;greco;-5;5° secolo a.C.;Taranto;429 a.C.;Taranto;347 a.C.;Pitagorico, amico di Platone.  Inventore dell'aquilone e di macchine volanti.;5;5.0° Est;58.7;58.7° Nord;Nord-Est;Bordo Settentrionale della Luna;4;Archytas;395;2f6;357N 003N 009N 154N 161N 167N 174N;;IV-104-H1 IV-116-H1;32;32;19;19;2350;7100;0.0734;A____________________________A;Formazione circolare.;Versanti scoscesi.;Alte pareti leggermente terrazzate.;Fondo tormentato.  Montagna centrale.;3;Formazione molto interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
ARGELANDER;Cratere;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Friedrich Wilhelm Agosto Argelander;Schmidt (1878);Naudei;Nome non assegnato;Nome non assegnato;Astronomo;Germania;tedesco;19;19° secolo;Memel;1799;Bonn;1875;Professore all'Università di Bonn nel 1837. Lavori sulle stelle variabili e sui moti propri. Autore dell'atlante e del catalogo 'Bonner Durchmusterung' contenente 324 000 stelle, fino alla magnitudine 10.;5.8;5.8° Est;-16.5;16.5° Sud;Sud-Est;Regione ad Est del cratere Catharina;56;Azophi;204;13 e5;357S 003S 161S 167C 174S;;IV-101-H2;36;36;21;21;2980;9000;0.0876;A_______________________A;Formazione circolare che costituisce un notevole trio, allineato da Nord a Sud, con Airy e Vogel.;Versanti abbastanza scoscesi su cui si trovano Argelander A ad Est, Airy a Sud, e Vogel a Nord.;Alte pareti terrazzate.;Fondo piatto poco esteso.  Piccola montagna centrale. Piccoli crateri di cui una coppia a Nord.;3;Formazione molto interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
ARIADAEUS;Cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni) ?;Philippus Arrhidaeus;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Re;;;-4;4° secolo a.C.;?;?;?;317 a.C.;Figlio di Filippo II.  Autore di una compilazione di eclissi.  Assassinato per ordine di Olimpia.;17.3;17.3° Est;4.6;4.6° Nord;Nord-Est;Parte Orientale del Mare Tranquillitatis;35;Arago;280;1d2;343C 154C 161C;;IV-090-H1;12;12;7;7;1830;5500;0.16339;A___________A;Formazione circolare a forma di conca. Punto di arrivo di Rima Ariadaeus.;Versanti poco scoscesi su cui si trova Ariadaeus A a Nord-Est.;Pareti poco elevate.;Fondo arrotondato.;2;Formazione abbastanza interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
ARISTARCHUS;Cratere;Copernicano (da -1.1 miliardi di anni ad oggi);Aristarco;Riccioli (1651);Balthasaris Hispa. Pri.;Mons Porphyrites;Aristarchus;Astronomo;Grecia;greco;-3;3° secolo a.C.;Samo;310 a.C.;Samo;230 a.C.;Ideatore della teoria eliocentrica e di un metodo per calcolare la distanza del Sole e della Luna.;-47.4;47.4° Ovest;23.7;23.7° Nord;Nord-Ovest;Regione del cratere Aristarchus;18;Aristarchus;340;7c8 / 7d8 / 8d2;048N 055N 061N 067N 213N 225N;ST01/03  MM167 L100/011;IV-150-H3 IV-151-H1 IV-157-M;41;41;24;24;3000;9100;0.075;A___________________________A;Formazione circolare visibile durante la Luce Cinerea. Importanti raggi. Fenomeni transienti. Costituisce una interessante coppia con Herodotus. Formazione recente (450 milioni di anni).;Versanti scoscesi specialmente a Nord.;Alte pareti terrazzate.;Fondo piatto poco esteso. Piccola montagna centrale.;4;Formazione eccezionale;11;4 giorni dopo il Primo Quarto;3 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
ARISTILLUS;Cratere;Copernicano (da -1.1 miliardi di anni ad oggi);Aristillo;Riccioli (1651);Pozzo;Mons Ligustinus;Aristillus;Astronomo;Grecia;greco;-3;3° secolo a.C.;?;280 a.C. circa;?;?;Ha vissuto ad Alessandria.;1.2;1.2° Est;33.9;33.9° Nord;Nord-Est;Regione a Nord del cratere Archimedes;12;Aristillus;332;1g8 / 2f2 / 5a8 / 6a2;357N 003N 009N 167N 174N 179N 183N;ST01/01  MM32;IV-110-H1;56;56;33;33;3650;11100;0.0664;A_______________________________A;Costituisce una notevole coppia con Autolycus. Formazione circolare. Raggi.;Versanti molto scoscesi e tormentati.;Pareti abbastanza alte e terrazzate.;Fondo piatto.  Tre montagne centrali di 900 m di altezza.;4;Formazione eccezionale;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
ARISTOTELES;Cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni);Aristotele;Riccioli (1651);Brahei;Mons Serrorum;Aristoteles;Filosofo;Grecia;greco;-4;4° secolo a.C.;Stagira;385 a.C.;Calcide;322 a.C.;Scienziato universale. Creatore della Logica. Precettore di Alessandro Magno. Studi sugli animali e sulle rocce.;17.4;17.4° Est;50.2;50.2° Nord;Nord-Est;Bordo Settentrionale della Luna;5;Aristoteles;372;2d5;343N 351N 143N 148N 154N 161N;ST08/00  MM71;IV-092-H1 IV-104-H1 IV-103-H3 IV-098-H3 IV-110-H3;90;90;53;53;3700;11200;0.0425;A__________________________________________________A;Formazione circolare. Costituisce una notevole coppia con Eudoxus.;Versanti molto scoscesi e tormentati su cui si trova Mitchell ad Est.;Pareti molto alte e terrazzate.;Esteso fondo piatto. Due piccole montagne decentrate. Solchi, collinette e piccoli crateri.;4;Formazione eccezionale;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
ARMSTRONG;Piccolo cratere;Periodo di formazione sconosciuto;Neil A. Armstrong (ex Sabine E);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronauta;USA;americano;20;20° secolo;?;1930;?;Vivente;Pilota collaudatore. Comandante della missione Apollo 11.  Primo uomo ad aver messo piede sulla Luna il 21 Luglio 1969.;25;25.0° Est;1.4;1.4° Nord;Nord-Est;Parte Orientale del Mare Tranquillitatis;35;Arago;0;;;;;5;5;3;3;670;2000;0.1457;A_____________A;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;100;Riflettore da 100 mm;Riflettore da 200 mm;
ARNOLD;Cratere;Periodo di formazione sconosciuto;Cristoph Arnold;Schröter (1802);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Germania;tedesco;17;17° secolo;?;1650;?;1695;??;35.9;35.9° Est;66.8;66.8° Nord;Nord-Est;Bordo Settentrionale della Luna;5;Aristoteles;395;2c7 / 2d7;323N 328N 334N 343N 106N 119N 124N 131N 135N 143N 148N;;IV-092-H2 IV-080-H2 IV-177-H3 IV-068-H2 IV-191-H1;99;99;58;58;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare.;Versanti poco scoscesi su cui si sovrappongono Arnold A a Nord, un piccolo cratere ad Ovest e uno a Sud.;Pareti poco elevate, sbriciolate a Sud.;Fondo piatto riempito di lava. Solco profondo e cratere.;3;Formazione molto interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
ARTEMIS;Piccolo cratere;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Artemide;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Personaggio mitologico;;;0;;;;;;Figlia di Zeus e sorella di Apollo.  Dea protettrice degli alberi e degli animali selvatici.;-25.2;25.2° Ovest;25;25.0° Nord;Nord-Ovest;Parte Meridionale del Mare Imbrium;20;Pytheas;337;;;;;2;2;1;1;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;9;2 giorni dopo il Primo Quarto;1 giorno dopo l'Ultimo Quarto;150;Riflettore da 150 mm;Riflettore da 300 mm;
ARTSIMOVICH;Piccolo cratere;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Lev Andreïevitch  Artsimovich (ex Diophantus A);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Fisico;URSS;sovietico;20;20° secolo;Mosca;1909;Mosca;1973;Studi sui plasmi.  Sviluppo di reattori per la fusione nucleare, chiamati Tokamak.;-36.6;36.6° Ovest;27.6;27.6° Nord;Nord-Ovest;Regione tra Oceanus Procellarum e Mare Imbrium;19;Brayley;339;5h8 / 6g1 / 7b8 / 8c2;040N 205N 213N;;;9;9;5;5;860;2600;0.0956;A_____________________A;Formazione circolare a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
ARYABHATA;Cratere;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Aryabhata (ex Maskelyne E);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo e matematico;India;indiano;6;6° secolo d.C.;Pataliputra;476;?;550;Risoluzione delle equazioni di primo grado.  Sviluppo della teoria degli epicicli.;35.1;35.1° Est;6.2;6.2° Nord;Nord-Est;Parte centrale del Mare Tranquillitatis;36;Cauchy;271;3e3 / 3f3;328C 135C 143C;;IV-073-H1;22;22;13;13;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare molto danneggiata, quasi un cratere fantasma.;Versanti poco scoscesi e inesistenti del tutto a Nord-Ovest.;La parete verso Nord-Ovest è stata inglobata nella lava del Mare Tranquillitatis.;Fondo piatto riempito di lava. Piccolo cratere.;2;Formazione abbastanza interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
