NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
ANVILLE;Кратер;Эратосфеновский (с -3.2 миллиардов лет до -1.1 миллиардов лет) ?;Jean-Baptiste Bourguignon d'Anville (ex Taruntius G);(??);Не названо;Не названо;Не названо;географ;Франции;Французский;18;18-го века;Paris;1697;Paris;1783;Author of a map of Africa in 1727, an atlas of China and an ancient 'Geography' .  Member of the Academy of Sciences in 1773.;49,5;49.5° Восток;1,9;1.9° Север;Северо-Восточный;Северная граница Mare Fecunditatis;37;Taruntius;229;3c2;315C 119N/C 124C 131C;;;12;12;7;7;1800;5500;0,1636;A___________A;Isolated circular formation with bowl shape situated on Dorsum Cushman.;Few steep slopes.;Pretty high walls.;Rounded floor.;2;Довольно интересное образование;4;4 дня после Новолуния;3 дня после Полнолуния;50;50 мм рефрактор;100 мм рефрактор
APIANUS;Кратер;Нектарийский (с -3.92 миллиардов лет до -3.85 миллиардов лет);Peter Bienewitz (or Apianus);(??);Не названо;Не названо;Не названо;математик и астроном;Германии;Германский;16;16-го века;Leisnig;1495;Ingolstadt;1552;Calculation of the longitude from movements of the Moon.  Author of 'the Astronomicum Caesareum'.;7,9;7.9° Восток;-26,9;26.9° Юг;Юго-Восточный;Восточный район кратера Catharina;56;Azophi;120;13e2 / 14e8;351S 357S 003S 161S 167S;;IV-096-H1 IV-101-H1 IV-100-H3;65;65;38;38;2080;6300;0,033;A_________________________________________________________________A;Circular formation.;Tormented slopes supporting many small craters, whose double crater Apianus A to the North-West and Apianus B to the South-East.;Walls in light terraces.;Flat floor filled with lava.  Craterlets;3;Очень интересное образование;6;6 дней после Новолуния;5 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
APOLLONIUS;Кратер;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Apollonios de Perga;Mдdler (1837);Не названо;Mons Sanctus;Не названо;математик и астроном;Греции;Греческий;-3;3-го века до новой эры;Alexandrie;262 BC;Pergame;180 av JC;Author of an important work of synthesis on the conical.;61,1;61.1° Восток;4,5;4.5° Север;Северо-Восточный;Восточный лимб Луны;38;Neper;228;3b2;303C 309C 099C I05N 112C 119C;;;54;54;32;32;1700;5200;0,0321;A___________________________________________________________________A;Circular formation situated in a mountainous region.;Pretty steep slopes supporting Daly and Apollonius F to the North-West and Cartan and Apollonius H to the South-West.;Pretty high walls in light terraces supporting Apollonius M and E;Flat floor filled with lava.;3;Очень интересное образование;3;3 дня после Новолуния;2 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
ARAGO;Кратер;Эратосфеновский (с -3.2 миллиардов лет до -1.1 миллиардов лет);Franзois Arago;Mдdler (1837);Bakii;Insula Cilicum;Не названо;астроном и физик;Франции;Французский;19;19-го века;Estagel;1786;Paris;1853;;21,4;21.4° Восток;6,2;6.2° Север;Северо-Восточный;Восточная часть Mare Tranquillitatis;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;27;27;16;16;1800;5500;0,0692;A______________________________A;Isolated circular formation.;Pretty steep slopes supporting the ghost crater Lamont to the South-East and domes Arago Beta to the West and Arago Alpha to the North.;Pretty high walls in terraces.;Tormented floor.  Radial mountain.;3;Очень интересное образование;5;5 дней после Новолуния;4 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
ARAGO ALPHA;Доме;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;Arago Alpha - Franзois Arago;(??);Не названо;Не названо;Не названо;астроном и физик;Франции;Французский;19;19-го века;Estagel;1786;Paris;1853;Director of the observatory of Paris.  Works on the polarization. Measure of the diameter of planets.  Discovery of the solar chromosphere. Member of the Academy of Sciences in 1809.  Minister having abolished the slavery in french colonies.;21,5;21.5° Восток;7,6;7.6° Север;Северо-Восточный;Восточная часть Mare Tranquillitatis;35;Arago;279;;154C;MM86;;20;20;12;12;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Little high and extensive dome without summit crater.;;;;3;Очень интересное образование;5;5 дней после Новолуния;4 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
ARAGO BETA;Доме;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;Arago Beta - Franзois Arago;(??);Не названо;Не названо;Не названо;астроном и физик;Франции;Французский;19;19-го века;Estagel;1786;Paris;1853;Director of the observatory of Paris.  Works on the polarization. Measure of the diameter of planets.  Discovery of the solar chromosphere. Member of the Academy of Sciences in 1809.  Minister having abolished the slavery in french colonies.;20,1;20.1° Восток;6,3;6.3° Север;Северо-Восточный;Восточная часть Mare Tranquillitatis;35;Arago;279;;154C;MM86;;20;20;12;12;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Little high and extensive dome without summit crater;;;;3;Очень интересное образование;5;5 дней после Новолуния;4 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
ARATUS;Кратер;Коперниковский (с -1.1 миллиардов лет до наших дней) ?;Aratos;(??);Не названо;Не названо;Не названо;поэт;Греции;Греческий;-4;4-го века до новой эры;Soles;315 BC;Macйdoine;245 av JC;Author of a poem on the astronomy and on the meteorological phenomena. Author of the name of 48 constellations known in Antiquity.;4,5;4.5° Восток;23,6;23.6° Север;Северо-Восточный;Район Montes Apenninus;22;Conon;322;1f6;357C 003C 161C 167N;;IV-102-H3;10;10;6;6;1860;5600;0,1755;A__________A;Bright circular formation with bowl shape situated in Montes Apenninus.;Pretty steep slopes.;Pretty high walls.;Rounded floor.;2;Довольно интересное образование;7;Первая Четверть;6 дней после Полнолуния;50;50 мм рефрактор;100 мм рефрактор
ARCHIMEDES;Кратер;Верхний Имбрийский (с -3.8 миллиардов лет до -3.2 миллиардов лет);Archimede;Riccioli (1651);Roma;Mons Argentarius;Archimedes;математик и физик;Греции;Греческий;-3;3-го века до новой эры;Syracuse;287 BC;Syracuse;212 av JC;Pupil of Euclide.  Calculation of Pi.  Works in geometry. Inventor of the pulley and the lever.  Founder of the static and the hydrostatic.;-4;4.0° Запад;29,7;29.7° Север;Северо-Западный;Район Montes Apenninus;22;Conon;330;1h7 / 2g1 / 5b8 / 6a2;003N 009N 174N 179N 183N;ST01/01  MM32 L100/027;IV-109-H3 IV-109-M IV-110-H1 IV-115-H1;85;85;50;50;2150;6500;0,0259;A____________________________________________________________________________________A;Circular formation.;Steep slopes supporting Mount Archimedes to the South and Bancroft to the South-West.;Pretty high walls in terraces.;Very flat floor and widened filled with lava. Craterlets.;4;Исключительное образование;7;Первая Четверть;6 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
ARCHYTAS;Кратер;Эратосфеновский (с -3.2 миллиардов лет до -1.1 миллиардов лет);Archytas;(??);Aristarchi;Не названо;Не названо;ученый и политик;Греции;Греческий;-5;5-го века до новой эры;Tarente;428 BC;Tarente;347 av JC;Pythagorician friend of Platon.  Inventor of the kite and flying machines.;5;5.0° Восток;58,7;58.7° Север;Северо-Восточный;Северный лимб Луны;4;Archytas;395;2f6;357N 003N 009N 154N 161N 167N 174N;;IV-104-H1 IV-116-H1;32;32;19;19;2350;7100;0,0734;A____________________________A;Circular formation.;Steep slopes.;High walls in light terraces.;Tormented floor.  Central mountain.;3;Очень интересное образование;7;Первая Четверть;6 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
ARGELANDER;Кратер;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;Friedrich Wilhelm August Argelander;Schmidt (1878);Naudei;Не названо;Не названо;астроном;Германии;Германский;19;19-го века;Memel;1799;Bonn;1875;;5,8;5.8° Восток;-16,5;16.5° Юг;Юго-Восточный;Восточный район кратера Catharina;56;Azophi;204;13 e5;357S 003S 161S 167C 174S;;IV-101-H2;36;36;21;21;2980;9000;0,0876;A_______________________A;Circular formation forming a North - South aligned remarkable trio with Airy and Vogel.;Pretty steep slopes supporting Argelander A to the East Airy to the South and Vogel to the North.;High walls in terraces.;Few and extensive flat floor.  Small central mountain. Craterlets whose a double to the North.;3;Очень интересное образование;7;Первая Четверть;6 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
